ts_utc,symbol,days,num_results,start_iso,end_iso,first_close,last_close,pct_change
2025-09-10T14:02:43.441316+00:00,AAPL,5,4,1757044800000,1757476800000,239.690000,229.050000,-0.044391
2025-09-10T16:08:38.276225+00:00,AAPL,5,4,1757044800000,1757476800000,239.690000,227.075000,-0.052630
2025-09-10T16:09:39.438848+00:00,AAPL,5,4,2025-09-05T04:00:00+00:00,2025-09-10T04:00:00+00:00,239.690000,227.020000,-0.052860
